brand,variante,modelo,seg,concept,cn_raw
VOLKSWAGEN,ACDXPBX0,PASSAT,KKL,UNSPEC.,PASSAT
VOLKSWAGEN,ACDXRAX0,CADDY,UKL2,MPV,CADDY
VOLKSWAGEN,ACDXRAX1,CADDY,UKL2,MPV,CADDY
VOLKSWAGEN,ACDXRBX0,GOLF,UKL2,CABRIO,GOLF
VOLKSWAGEN,ACDXRCX0,GOLF,UKL2,CABRIO,GOLF
VOLKSWAGEN,ACDXRDX0,CADDY,UKL2,MPV,CADDY
VOLKSWAGEN,ACEBJAL1FX2,ID. BUZZ PRO,,,ID. BUZZ PRO 150 KW
VOLKSWAGEN,ACEBJCL1FX2,ID.3,UKL2,HATCH,ID.3 PRO 150 KW
VOLKSWAGEN,ACEDCAL1EX2,ID.3,UKL2,HATCH,ID.3 PURE 125 KW
VOLKSWAGEN,ACEDCAM0AX2,ID.3,UKL2,HATCH,ID.3 PRO S 150 KW
VOLKSWAGEN,ACEDCCM0AX2,ID.3,UKL2,HATCH,ID.3 PRO 150 KW
VOLKSWAGEN,ACEDFAD7PX2,ID.7,MKL,SEDAN,ID.7 TOURER PRO
VOLKSWAGEN,ACEDFBD7PX2,ID.7,MKL,SEDAN,ID.7 TOURER PRO S
VOLKSWAGEN,ACEEWAL1AX2,ID.3,UKL2,HATCH,ID.3 GTX PERF. 240 KW
VOLKSWAGEN,ACX1EDJ8AX1,ID.7,MKL,SEDAN,ID.7 TOURER GTX
VOLKSWAGEN,AFDTRCX0,CADDY,UKL2,MPV,CADDY
VOLKSWAGEN,AFDTREX0,CADDY,UKL2,MPV,CADDY
VOLKSWAGEN,AFDUCCX0,CADDY,UKL2,MPV,CADDY
VOLKSWAGEN,AFDXDEX0,CADDY,UKL2,MPV,CADDY
VOLKSWAGEN,AFDXRAX0,CADDY,UKL2,MPV,CADDY
VOLKSWAGEN,AFDXRAX1,CADDY,UKL2,MPV,CADDY
VOLKSWAGEN,AFDXRDX0,CADDY,UKL2,MPV,CADDY
VOLKSWAGEN,AFECNAD7PX2,ID. BUZZ PRO,,,ID. BUZZ PRO KR 210 KW
VOLKSWAGEN,AFECNBD7PX2,ID. BUZZ PRO,,,ID. BUZZ PRO LR 210 KW
VOLKSWAGEN,AFX1EDJ8AX1,ID. BUZZ GTX,,,ID. BUZZ GTX LR 250 KW
VOLKSWAGEN,AFX1EDJ9ZX1,ID. BUZZ GTX,,,ID. BUZZ GTX KR 250 KW
VOLKSWAGEN,BCFA1CAX,TRANSPORTER,SKL,TRANSPORTER,TRANSPORTER CARAVELLE
VOLKSWAGEN,BCFA1CBX,CARAVELLE,SKL,TRANSPORTER,CARAVELLE
VOLKSWAGEN,BCFA1CCX,CARAVELLE,SKL,TRANSPORTER,CARAVELLE
VOLKSWAGEN,BCFA1GAX,TRANSPORTER,SKL,TRANSPORTER,TRANSPORTER
VOLKSWAGEN,BCFA1GBX,TRANSPORTER,SKL,TRANSPORTER,TRANSPORTER
VOLKSWAGEN,BDZLAX0,CALIFORNIA,,,CALIFORNIA
VOLKSWAGEN,BJAA4CAX,CARAVELLE,SKL,TRANSPORTER,CARAVELLE
VOLKSWAGEN,BJAA4CCX,TRANSPORTER,SKL,TRANSPORTER,TRANSPORTER CARAVELLE
VOLKSWAGEN,BJAA4GAX,TRANSPORTER,SKL,TRANSPORTER,TRANSPORTER
VOLKSWAGEN,BJFA1CAX,CARAVELLE,SKL,TRANSPORTER,CARAVELLE
VOLKSWAGEN,BJFA1CBX,TRANSPORTER,SKL,TRANSPORTER,TRANSPORTER CARAVELLE
VOLKSWAGEN,BJFA1CCX,CARAVELLE,SKL,TRANSPORTER,CARAVELLE
VOLKSWAGEN,BJFA1GAX,TRANSPORTER,SKL,TRANSPORTER,TRANSPORTER
VOLKSWAGEN,BJFA1GCX,TRANSPORTER,SKL,TRANSPORTER,TRANSPORTER
VOLKSWAGEN,DLAAX0AC4,T-ROC,UKL2,CABRIO,T-ROC
VOLKSWAGEN,DNFCX1AC4,T-ROC,UKL2,CABRIO,T-ROC
VOLKSWAGEN,DNNAX1AC4,T-ROC,UKL2,CABRIO,T-ROC
VOLKSWAGEN,DTRDX0AC4,T-ROC,UKL2,CABRIO,T-ROC
VOLKSWAGEN,DTTAX0AC4,T-ROC,UKL2,CABRIO,T-ROC
VOLKSWAGEN,DUSAACX0,T-CROSS,UKL1,SAV,T-CROSS
VOLKSWAGEN,DUSAX0AC4,T-ROC,UKL2,CABRIO,T-ROC
VOLKSWAGEN,DUSAX0AE2,T-ROC,UKL2,CABRIO,T-ROC
VOLKSWAGEN,DUSBACX0,T-CROSS,UKL1,SAV,T-CROSS
VOLKSWAGEN,DXDBAC,TOURAN,UKL2,MPV,TOURAN
VOLKSWAGEN,DXDBACX0,T-CROSS,UKL1,SAV,T-CROSS
VOLKSWAGEN,DXDBAF,TOURAN,UKL2,MPV,TOURAN
VOLKSWAGEN,DXDBX0AC,T-ROC,UKL2,CABRIO,T-ROC
VOLKSWAGEN,DXDBX0AC4,T-ROC,UKL2,CABRIO,T-ROC
VOLKSWAGEN,DXDBX0AE2,T-ROC,UKL2,CABRIO,T-ROC
VOLKSWAGEN,DXDEX0AC,T-ROC,UKL2,CABRIO,T-ROC
VOLKSWAGEN,DXPAAC,TOURAN,UKL2,MPV,TOURAN
VOLKSWAGEN,DXPAAF,TOURAN,UKL2,MPV,TOURAN
VOLKSWAGEN,DXRAAC,TOURAN,UKL2,MPV,TOURAN
VOLKSWAGEN,DXRAAF,TOURAN,UKL2,MPV,TOURAN
VOLKSWAGEN,DXRBX0AC4,T-ROC,UKL2,CABRIO,T-ROC
VOLKSWAGEN,DXRBX1AC4,T-ROC,UKL2,CABRIO,T-ROC
VOLKSWAGEN,DXRCX0AC4,T-ROC,UKL2,CABRIO,T-ROC
VOLKSWAGEN,EJRA2CAX,CARAVELLE,SKL,TRANSPORTER,CARAVELLE
VOLKSWAGEN,EKRA2CAX,CARAVELLE,SKL,TRANSPORTER,CARAVELLE
VOLKSWAGEN,EKRA2CCX,CARAVELLE,SKL,TRANSPORTER,CARAVELLE
VOLKSWAGEN,MDGEAX0,MULTIVAN,MKL,MPV,MULTIVAN
VOLKSWAGEN,MDRNBX0,MULTIVAN,MKL,MPV,MULTIVAN
VOLKSWAGEN,MDSSAX0,MULTIVAN,MKL,MPV,MULTIVAN
VOLKSWAGEN,MDZLAX0,MULTIVAN,MKL,MPV,MULTIVAN
VOLKSWAGEN,VBDRNBX0,CALIFORNIA,,,CALIFORNIA
VOLKSWAGEN,VBDZLAX0,CALIFORNIA,,,CALIFORNIA
VOLKSWAGEN,VCDUCAX1,CALIFORNIA,,,CALIFORNIA
VOLKSWAGEN,VGDMZA308X0,KOMBI,SKL,TRANSPORTER,KOMBI
VOLKSWAGEN,VGDNAA280X0,KOMBI,SKL,TRANSPORTER,KOMBI
VOLKSWAGEN,VGDNAA308X0,KOMBI,SKL,TRANSPORTER,KOMBI
VOLKSWAGEN,VGDNAB280X0,KOMBI,SKL,TRANSPORTER,KOMBI
VOLKSWAGEN,VGDNAB308X0,KOMBI,SKL,TRANSPORTER,KOMBI
VOLKSWAGEN,VMDRNBX0,MULTIVAN,MKL,MPV,MULTIVAN
VOLKSWAGEN,VMDUCAX1,MULTIVAN,MKL,MPV,MULTIVAN
VOLKSWAGEN,VMDZLAX0,MULTIVAN,MKL,MPV,MULTIVAN
VOLKSWAGEN,VSDNAA308X0,CALIFORNIA,,,CALIFORNIA BEACH
VOLKSWAGEN,VTDUCAX1,CALIFORNIA,,,CALIFORNIA
VOLKSWAGEN,VTDZLAX0,CALIFORNIA,,,CALIFORNIA
VOLVO,1SDD,ES90,MKL,SEDAN,ES90
VOLVO,2YEK,EX30,UKL1,SAV,EX30 CROSS COUNTRY
VOLVO,2ZEK,EX30,UKL1,SAV,EX30
VOLVO,2ZEL,EX30,UKL1,SAV,EX30
VOLVO,2ZEM,EX30,UKL1,SAV,EX30
VOLVO,LFH5,XC90,MKL,SAV,XC90
VOLVO,LFH7,XC90,MKL,SAV,XC90
VOLVO,LFK2,XC90,MKL,SAV,XC90
VOLVO,LFM1,XC90,MKL,SAV,XC90
VOLVO,PSK2,S90,MKL,SEDAN,S90
VOLVO,PSK9,S90,MKL,SEDAN,S90
VOLVO,PWH1,V90,MKL,ESTATE,V90
VOLVO,PWK5,V90,MKL,ESTATE,V90
VOLVO,PZK5,V90,MKL,ESTATE,V90 CROSS COUNTRY
VOLVO,TCEN,EX90,MKL,SAV,EX90
VOLVO,TFEE,EX90,MKL,SAV,EX90
VOLVO,TFEN,EX90,MKL,SAV,EX90
VOLVO,TFEV,EX90,MKL,SAV,EX90
VOLVO,UZH1,XC60,KKL,SAV,XC60
VOLVO,UZH4,XC60,KKL,SAV,XC60
VOLVO,UZH7,XC60,KKL,SAV,XC60
VOLVO,UZK5,XC60,KKL,SAV,XC60
VOLVO,UZK9,XC60,KKL,SAV,XC60
VOLVO,UZM1,XC60,KKL,SAV,XC60
VOLVO,XKEB,EC40,UKL2,SAV,EC40
VOLVO,XKEH,C40,UKL2,SAV,C40
VOLVO,XKEP,C40,UKL2,SAV,C40
VOLVO,XKER,C40,UKL2,SAV,C40
VOLVO,XZEB,EX40,UKL2,SAV,EX40
VOLVO,XZEF,XC40,UKL2,SAV,XC40
VOLVO,XZEH,EX40,UKL2,SAV,EX40
VOLVO,XZEP,XC40,UKL2,SAV,XC40
VOLVO,XZER,EX40,UKL2,SAV,EX40
VOLVO,XZK7,XC40,UKL2,SAV,XC40
VOLVO,XZK8,XC40,UKL2,SAV,XC40
VOLVO,XZL4,XC40,UKL2,SAV,XC40
VOLVO,ZSH5,S60,KKL,SEDAN,S60
VOLVO,ZSH7,S60,KKL,SEDAN,S60
VOLVO,ZSK8,S60,KKL,SEDAN,S60
VOLVO,ZWH4,V60,KKL,ESTATE,V60
VOLVO,ZWK5,V60,KKL,ESTATE,V60
VOLVO,ZWK8,V60,KKL,ESTATE,V60
VOLVO,ZZK5,V60,KKL,ESTATE,V60 CROSS COUNTRY
VOLVO,ZZL1,V60,KKL,ESTATE,V60 CROSS COUNTRY
VOYAH,0E4A,FREE,KKL,SAV,FREE
XPENG,A0A0,G6,UKL2,SAV,G6
XPENG,A0B0,G6,UKL2,SAV,G6
XPENG,E1L,G9,MKL,SAV,G9
XPENG,E2L,G9,MKL,SAV,G9
YUDO,BE21F1C,YUDO 3,,,YUDO 3
ZHIDOU,AET1,ZHIDOU,,,ZHIDOU
